ID,visa_type,visa_entry,US_consulate,major,status,check_date,complete_date,waiting_days,details
QZaneJ,B2,New,GuangZhou,Aeronatical and Astronati,Pending,2024-05-10,0000-00-00,609,detail
TransposeConv,J1,New,Others,Electronic and Informatio,Clear,2024-05-10,2024-06-20,41,detail
purpurita,B2,New,Europe,Robotics,Clear,2024-05-10,2024-06-06,27,detail
lady gaga,J1,New,Others,computer science,Clear,2024-05-10,2024-06-27,48,detail
求过,F1,New,GuangZhou,ME PhD,Pending,2024-05-10,0000-00-00,609,detail
坑b美国人,F1,New,BeiJing,CS Phd,Pending,2024-05-10,0000-00-00,609,detail
求速速下签,F1,Renewal,ShangHai,Mechanical Engineering,Clear,2024-05-10,2024-06-11,32,detail
zjk41,F1,Renewal,ShangHai,BME,Clear,2024-05-10,2024-06-11,32,detail
求求了让我,F1,New,BeiJing,Chem eng,Clear,2024-05-10,2024-06-14,35,detail
锴,F1,New,BeiJing,Computer Science,Pending,2024-05-10,0000-00-00,609,detail
求求了,H1,New,ShangHai,CS,Pending,2024-05-10,0000-00-00,609,detail
去静安寺拜,F1,New,ShangHai,mechanical engineering,Pending,2024-05-10,0000-00-00,609,detail
gaukas,F1,Renewal,ShangHai,ECE (PhD),Clear,2024-05-13,2024-06-05,23,detail
qq过吧,F1,New,Others,Earth and space sciences,Clear,2024-05-13,2024-06-17,35,detail
you-know-who,B1,New,HongKong,Computer science,Clear,2024-05-13,2024-06-05,23,detail
AA00D5WCJN,B1,New,ShangHai,information and computor,Clear,2024-05-13,2024-05-13,0,detail
chl***@gmail.co,F1,Renewal,ShangHai,BME PHD,Clear,2024-05-13,2024-06-13,31,detail
让我顺利通,J1,New,BeiJing,biomedical,Pending,2024-05-13,0000-00-00,606,detail
pomesio,F1,New,ShangHai,Computer Science,Clear,2024-05-13,2024-06-13,31,detail
cs.PL求过,F1,Renewal,HongKong,Computer Science,Clear,2024-05-13,2024-05-15,2,detail
fdycy,F1,New,ShangHai,environmental health,Clear,2024-05-13,2024-06-12,30,detail
做个人吧,F1,Renewal,BeiJing,Imaging Science,Clear,2024-05-13,2024-06-13,31,detail
就这样被你,F1,New,GuangZhou,ECE,Clear,2024-05-13,2024-06-17,35,detail
磁场转动,F1,Renewal,BeiJing,BioEengineering,Clear,2024-05-13,2024-06-12,30,detail
过过过过过,F1,New,ShangHai,Robotics,Clear,2024-05-13,2024-06-06,24,detail
sunyy,F1,Renewal,ShangHai,cs phd,Clear,2024-05-13,2024-06-13,31,detail
CCwudi,F1,New,GuangZhou,ECE,Clear,2024-05-13,2024-06-18,36,detail
t?ry,J1,New,Europe,Civil Engineering,Pending,2024-05-13,0000-00-00,606,detail
CYCLOPS,F1,New,BeiJing,ECE,Clear,2024-05-14,2024-06-20,37,detail
wendeppkdc,F1,Renewal,BeiJing,CS,Clear,2024-05-14,2024-06-18,35,detail
crychic,F1,New,BeiJing,Cyber Security Engineerin,Clear,2024-05-14,2024-06-13,30,detail
xyhbobby,F1,Renewal,ShangHai,Mechanical Engineering,Clear,2024-05-14,2024-06-13,30,detail
e65931647,F1,Renewal,ShenYang,CS,Clear,2024-05-14,2024-07-31,78,detail
calmcat,F1,New,BeiJing,Computer and Information,Clear,2024-05-14,2024-06-20,37,detail
都是爱情陷,F1,Renewal,ShangHai,Medical informatics,Clear,2024-05-14,2024-06-06,23,detail
能去Hawaii就,B1,New,BeiJing,EE,Clear,2024-05-14,2024-06-21,38,detail
UsVisa,H1,New,Others,CS,Pending,2024-05-14,0000-00-00,605,detail
momo,F1,Renewal,ShangHai,CS Phd,Pending,2024-05-14,0000-00-00,605,detail
smile336,L1,New,BeiJing,Communication and Informa,Pending,2024-05-14,0000-00-00,605,detail
早日回家与,H1,Renewal,MexicoCity,Math,Pending,2024-05-14,0000-00-00,605,detail
早日回家与,H1,Renewal,MexicoCity,Math,Pending,2024-05-14,0000-00-00,605,detail
求下签保佑,H1,Renewal,Vancouver,Math,Pending,2024-05-14,0000-00-00,605,detail
mmmmm,F1,Renewal,Europe,ECE,Clear,2024-05-15,2024-07-01,47,detail
check受害者,B2,New,Others,Applied Physics,Pending,2024-05-15,0000-00-00,604,detail
🙏🙏,J1,New,GuangZhou,CS,Clear,2024-05-15,2024-06-26,42,detail
h4444,H4,New,BeiJing,CS,Pending,2024-05-15,0000-00-00,604,detail
快快过呀～,F1,Renewal,BeiJing,Computer Engineering,Clear,2024-05-15,2024-06-26,42,detail
大可可宝,F1,New,HongKong,Computer Engineering,Pending,2024-05-15,0000-00-00,604,detail
RS,H1,New,GuangZhou,Power Engineering,Clear,2024-05-15,2024-06-26,42,detail
求下签,F1,Renewal,ShenYang,ECE,Clear,2024-05-15,2024-07-03,49,detail
z1117,F1,New,GuangZhou,Chemistry,Clear,2024-05-16,2024-06-17,32,detail
Kire,H1,Renewal,Others,Finance,Clear,2024-05-16,2024-06-21,36,detail
签证速度点,O1,New,GuangZhou,ECE,Clear,2024-05-16,2024-06-20,35,detail
zaiekd,F1,New,GuangZhou,ECE,Pending,2024-05-16,0000-00-00,603,detail
Chick-fil-A,F1,New,Ottawa,AE,Pending,2024-05-16,0000-00-00,603,detail
求求了,H1,Renewal,Calgary,EE,Clear,2024-05-16,2024-07-19,64,detail
AA00DAGJBR,B1,New,ShangHai,N/A,Pending,2024-05-16,0000-00-00,603,detail
Kingsley,F1,Renewal,GuangZhou,Physics,Clear,2024-05-16,2024-06-17,32,detail
随缘（我佛,F1,New,GuangZhou,MISM,Clear,2024-05-16,2024-06-17,32,detail
SX,F1,Renewal,GuangZhou,Statistics,Clear,2024-05-16,2024-06-20,35,detail
ims,B2,New,ShenYang,EE,Clear,2024-05-16,2024-05-30,14,detail
求过,H1,New,ShangHai,"CEE, Arch",Pending,2024-05-16,0000-00-00,603,detail
Good luck every,H4,New,ShangHai,N/A,Clear,2024-05-16,2024-07-02,47,detail
syf,F1,Renewal,ShangHai,Chemistry,Clear,2024-05-17,2024-06-21,35,detail
bobno1,F1,Renewal,Vancouver,Computer Science,Clear,2024-05-17,2024-05-17,0,detail
greggs,F1,New,Europe,Data Science,Clear,2024-05-17,2024-07-11,55,detail
gmat,F1,Renewal,Europe,Chemistry,Clear,2024-05-17,2024-05-31,14,detail
QAQ,F1,Renewal,BeiJing,ECE,Clear,2024-05-17,2024-06-13,27,detail
牧濑红莉栖,F1,Renewal,ShangHai,CS PhD,Clear,2024-05-17,2024-06-18,32,detail
第6次check,O1,New,Toronto,Physics/materials,Clear,2024-05-17,2024-06-28,42,detail
suyechina,H1,New,BeiJing,ME,Clear,2024-05-17,2024-06-17,31,detail
求求赶紧过,F1,New,BeiJing,Computer Science,Pending,2024-05-17,0000-00-00,602,detail
chickfila不管,F1,Renewal,BeiJing,Computer Science PhD,Clear,2024-05-17,2024-06-17,31,detail
Jason,F1,Renewal,ShangHai,EE,Pending,2024-05-20,0000-00-00,599,detail
ddmlj,F1,New,BeiJing,ee,Pending,2024-05-20,0000-00-00,599,detail
quickclear,F1,Renewal,ShangHai,Business Analytics,Clear,2024-05-20,2024-06-24,35,detail
reduce,B1,Renewal,BeiJing,Material Processing,Clear,2024-05-20,2024-06-25,36,detail
F1VISAGOODLUCK,F1,Renewal,GuangZhou,Material SCI,Pending,2024-05-20,0000-00-00,599,detail
SIIIII,F1,New,BeiJing,Robotics,Pending,2024-05-20,0000-00-00,599,detail
308***@qq.com,F1,Renewal,ShangHai,Electrical Engineering,Pending,2024-05-20,0000-00-00,599,detail
Kkkpp,H1,New,GuangZhou,Medicine,Pending,2024-05-20,0000-00-00,599,detail
签证快快过,H1,Renewal,ShangHai,CS,Clear,2024-05-20,2024-06-20,31,detail
94130456,L1,New,ShangHai,pattern recognition,Clear,2024-05-20,2024-06-24,35,detail
早点issued啊,F1,New,GuangZhou,ece,Clear,2024-05-20,2024-06-26,37,detail
T,H1,New,Europe,CS,Clear,2024-05-20,2024-07-02,43,detail
hhhhh,J1,New,Others,CS,Clear,2024-05-20,2024-07-31,72,detail
BalleBalle,H1,Renewal,GuangZhou,Mechanical Engineering,Pending,2024-05-21,0000-00-00,598,detail
能不能给五,F1,Renewal,GuangZhou,Microbiology,Clear,2024-05-21,2024-06-04,14,detail
球球快过吧,F1,New,ShenYang,Bioengineering,Clear,2024-05-21,2024-08-07,78,detail
快快通过,L1,New,BeiJing,ECE,Clear,2024-05-21,2024-06-21,31,detail
issue_plz,F1,Renewal,BeiJing,Math,Clear,2024-05-21,2024-06-24,34,detail
IssuePlease,F1,New,ShangHai,ME,Clear,2024-05-21,2024-07-02,42,detail
有啥好查的,F1,New,ShangHai,Physics,Clear,2024-05-21,2024-06-28,38,detail
leoleoasd,F1,Renewal,BeiJing,Computer Science,Clear,2024-05-21,2024-06-21,31,detail
求过,B2,New,BeiJing,EE,Clear,2024-05-21,2024-06-24,34,detail
IssuePls,F1,New,ShangHai,EE,Pending,2024-05-21,0000-00-00,598,detail
沈阳H1 5月21,H1,New,ShenYang,Electrical Engineering,Clear,2024-05-21,2024-07-10,50,detail
new H1B,H1,New,BeiJing,Electrical Engineering,Clear,2024-05-21,2024-06-17,27,detail
早日check通�,F1,Renewal,ShangHai,Biostatistics,Clear,2024-05-21,2024-08-29,100,detail
求护照周五,H1,New,ShenYang,Electrical Engineering,Clear,2024-05-21,2024-06-24,34,detail
就我一个倒,F1,New,ShangHai,Pharmaceutical Science ph,Pending,2024-05-21,0000-00-00,598,detail
521174751,F1,New,Others,Computer Science,Clear,2024-05-22,2024-07-03,42,detail
125***@qq.com,F1,New,HongKong,Data Science,Clear,2024-05-22,2024-06-21,30,detail
yxliu,J1,New,HongKong,Computational Data Scienc,Clear,2024-05-22,2024-06-24,33,detail
过过过哥,O1,New,Europe,c s,Pending,2024-05-22,0000-00-00,597,detail
HimenoSena,F1,New,Others,Bioinformatics,Clear,2024-05-22,2024-06-24,33,detail
Quantum,F1,Renewal,ShangHai,Physics,Clear,2024-05-23,2024-06-21,29,detail
114514,F1,Renewal,ShangHai,ME,Clear,2024-05-23,2024-07-05,43,detail
COCOS真好吃,B1,New,Others,设计,Clear,2024-05-23,2024-06-04,12,detail
aaabbb,F1,Renewal,GuangZhou,Math,Clear,2024-05-23,2024-06-27,35,detail
Guoguoguo,H1,New,Ottawa,CS,Pending,2024-05-23,0000-00-00,596,detail
new_checkee,F1,New,ShangHai,CS,Clear,2024-05-23,2024-07-01,39,detail
HHJ,H1,Renewal,Calgary,Materials Science and Eng,Clear,2024-05-23,2024-07-02,40,detail
赶快approve,F1,Renewal,ShenYang,Medicine,Pending,2024-05-23,0000-00-00,596,detail
不知道为什,J1,New,Others,Engineering,Reject,2024-05-23,2024-10-07,137,detail
过过过过,H1,New,ShangHai,Robotics,Pending,2024-05-23,0000-00-00,596,detail
nietzt,H1,Renewal,ShangHai,Biostatistics,Clear,2024-05-23,2024-06-21,29,detail
球球快过,F1,New,ShangHai,ECE,Pending,2024-05-23,0000-00-00,596,detail
希望按时入,F1,New,ShangHai,Mechanical Engineering,Clear,2024-05-23,2024-07-01,39,detail
chanlirong,F1,Renewal,ShangHai,biology,Clear,2024-05-23,2024-08-23,92,detail
伦敦h1b,H1,New,Others,Media and communication,Pending,2024-05-23,0000-00-00,596,detail
crazyharry,J1,New,BeiJing,robotics,Clear,2024-05-23,2024-07-30,68,detail
wasd,F1,Renewal,GuangZhou,EE,Clear,2024-05-23,2024-07-01,39,detail
过了个蝇,F1,Renewal,ShangHai,biology,Clear,2024-05-23,2024-07-03,41,detail
肥肥爱吃肉,F1,New,BeiJing,CS,Clear,2024-05-23,2024-07-15,53,detail
WM,F1,Renewal,BeiJing,EE,Clear,2024-05-23,2024-06-25,33,detail
check赶快结�,O1,New,GuangZhou,CS,Pending,2024-05-23,0000-00-00,596,detail
pass!,F1,New,GuangZhou,Systems Engineering,Pending,2024-05-24,0000-00-00,595,detail
Calgary有毒,H1,New,Calgary,ECE,Clear,2024-05-24,2024-11-05,165,detail
zhmgczh,F1,New,ShangHai,Mathematics and Statistic,Clear,2024-05-24,2024-06-24,31,detail
meh,F1,New,GuangZhou,Chemistry,Clear,2024-05-24,2024-06-26,33,detail
System,F1,Renewal,ShangHai,Computer Science,Clear,2024-05-24,2024-05-29,5,detail
howtimeflies,H1,Renewal,GuangZhou,Physics,Clear,2024-05-24,2024-06-30,37,detail
下签猪猪猫,F1,New,ShangHai,Bioengineering,Clear,2024-05-24,2024-07-02,39,detail
签证来来来,F1,New,BeiJing,Civil Engineering,Clear,2024-05-24,2024-06-27,34,detail
tiank2,F1,Renewal,GuangZhou,Chemical Engineering,Clear,2024-05-24,2024-07-02,39,detail
马上过过过,F1,Renewal,Others,CS,Pending,2024-05-24,0000-00-00,595,detail
sj,F1,Renewal,GuangZhou,Physics,Clear,2024-05-24,2024-07-10,47,detail
过儿,H1,New,BeiJing,Nuclear engineering,Pending,2024-05-24,0000-00-00,595,detail
卡皮巴拉在,F1,Renewal,BeiJing,Chem,Clear,2024-05-24,2024-06-29,36,detail
AA,F1,Renewal,BeiJing,Molecular Biology,Clear,2024-05-24,2024-07-10,47,detail
佛祖保佑,J1,New,Others,Materials Science+csc+j2,Pending,2024-05-24,0000-00-00,595,detail
总算下签了,H1,New,Calgary,ECE,Clear,2024-05-24,2024-07-09,46,detail
sj,F1,Renewal,GuangZhou,Physics,Clear,2024-05-24,2024-07-10,47,detail
visa issued,F1,New,BeiJing,physics,Pending,2024-05-24,0000-00-00,595,detail
Ray,F1,Renewal,BeiJing,ECE,Clear,2024-05-28,2024-08-15,79,detail
跪求clear,F1,New,BeiJing,CS,Clear,2024-05-28,2024-07-01,34,detail
AA00DB3SC1,F1,New,GuangZhou,math,Pending,2024-05-28,0000-00-00,591,detail
AA00DB79XJ,L1,New,BeiJing,ECE,Clear,2024-05-28,2024-06-20,23,detail
求过,H1,New,ShangHai,EE,Pending,2024-05-28,0000-00-00,591,detail
吃嘛嘛香,H1,New,ShenYang,EE,Pending,2024-05-28,0000-00-00,591,detail
新号别搞,J1,New,ShangHai,ECE,Clear,2024-05-28,2024-07-05,38,detail
下签下签,F1,Renewal,GuangZhou,ECE (OPT),Pending,2024-05-28,0000-00-00,591,detail
太神奇了,F1,Renewal,GuangZhou,Accounting,Clear,2024-05-28,2024-06-11,14,detail
MMJ,F1,Renewal,ShangHai,Computer Engineering,Clear,2024-05-28,2024-07-08,41,detail
Viro,F1,Renewal,BeiJing,Microbiology,Clear,2024-05-28,2024-06-25,28,detail
Nico,H1,New,ShangHai,DS,Clear,2024-05-28,2024-06-20,23,detail
快快下签w,B2,New,BeiJing,Computer Network Security,Clear,2024-05-28,2024-06-26,29,detail
祝各位顺利,F1,New,ShangHai,CS,Pending,2024-05-28,0000-00-00,591,detail
学EE好,F1,Renewal,ShangHai,EE,Clear,2024-05-28,2024-06-29,32,detail
Ellen,F1,Renewal,ShangHai,Biochemistry,Clear,2024-05-28,2024-06-20,23,detail
东京B1,B1,New,Others,Applied Life Sciences,Clear,2024-05-28,2024-07-01,34,detail
plz,F1,New,ShenYang,ECE,Clear,2024-05-28,2024-06-29,32,detail
祝各位顺利,F1,New,ShangHai,N/A,Clear,2024-05-28,2024-06-20,23,detail
起飞前保过,F1,Renewal,GuangZhou,Dentistry (DMD),Clear,2024-05-28,2024-07-02,35,detail
只收电子材,O1,Renewal,GuangZhou,Tumor Immunology,Clear,2024-05-28,2024-07-03,36,detail
redkkk,O1,Renewal,BeiJing,CS,Clear,2024-05-28,2024-06-28,31,detail
AustinMath简�,F1,Renewal,ShangHai,Computational and Applied,Clear,2024-05-28,2024-07-15,48,detail
dumpling,H1,New,Others,CS,Clear,2024-05-28,2024-07-09,42,detail
dumpling,H4,New,Others,medical,Clear,2024-05-28,2024-07-09,42,detail
294993752,F1,Renewal,GuangZhou,Physics,Clear,2024-05-28,2024-08-07,71,detail
求求了,F1,Renewal,GuangZhou,EE (OPT),Pending,2024-05-28,0000-00-00,591,detail
Freya,F1,New,BeiJing,statistics,Clear,2024-05-28,2024-07-12,45,detail
issued,F1,New,HongKong,physics,Clear,2024-05-28,2024-12-06,192,detail
快让我过鼠,F1,Renewal,BeiJing,Molecular Biochemistry,Clear,2024-05-29,2024-06-26,28,detail
ccc,J1,New,ShangHai,chemistry,Clear,2024-05-29,2024-07-05,37,detail
Whenever0658,F1,New,GuangZhou,Computer Science,Clear,2024-05-29,2024-07-03,35,detail
急急如律令,B1,New,ShenYang,Software Engineering,Clear,2024-05-29,2024-06-17,19,detail
ssssssq,H1,New,ShangHai,EE,Pending,2024-05-29,0000-00-00,590,detail
dlt,F1,Renewal,ShangHai,CS,Pending,2024-05-29,0000-00-00,590,detail
majinwakeup,F1,Renewal,Others,CS,Clear,2024-05-29,2024-07-30,62,detail
AA00DBG937,F1,Renewal,GuangZhou,ECE,Clear,2024-05-29,2024-07-11,43,detail
zeto,H1,Renewal,Europe,Math,Clear,2024-05-29,2024-07-22,54,detail
AA00D3II7L,F1,Renewal,BeiJing,EE,Pending,2024-05-29,0000-00-00,590,detail
jessie,F1,New,BeiJing,N/A,Clear,2024-05-29,2024-07-03,35,detail
hinako,F1,New,GuangZhou,CS,Clear,2024-05-29,2024-07-03,35,detail
supernova,J1,New,BeiJing,Theoretical Physics,Clear,2024-05-29,2024-07-11,43,detail
配偶而已这,H4,New,Others,N/A,Pending,2024-05-29,0000-00-00,590,detail
求下签,F1,New,BeiJing,EE,Clear,2024-05-29,2024-07-10,42,detail
joie,F1,New,BeiJing,ECE,Clear,2024-05-29,2024-07-23,55,detail
wdplx,F1,Renewal,BeiJing,Computer Science / AI,Clear,2024-05-29,2024-07-12,44,detail
下签求求,F1,Renewal,BeiJing,CS,Clear,2024-05-29,2024-07-16,48,detail
123,H1,New,BeiJing,Biological Engineering,Clear,2024-05-29,2024-07-24,56,detail
菜鸡一枚,J1,New,HongKong,Computer Science,Clear,2024-05-30,2024-06-28,29,detail
guoguoguo,F1,Renewal,GuangZhou,Information Science,Clear,2024-05-30,2024-07-09,40,detail
我吐了,F1,Renewal,BeiJing,Biostatistics,Clear,2024-05-30,2024-07-11,42,detail
求求快下签,F1,New,BeiJing,Physics,Clear,2024-05-30,2024-07-12,43,detail
12345,F1,New,Others,Computational and Applied,Pending,2024-05-30,0000-00-00,589,detail
Beijing_530_H1B,H1,New,BeiJing,Computer Science,Clear,2024-05-30,2024-06-26,27,detail
I7777,F1,Renewal,BeiJing,EE,Clear,2024-05-30,2024-07-09,40,detail
Barret,H1,New,BeiJing,N/A,Pending,2024-05-30,0000-00-00,589,detail
Ari,F1,New,GuangZhou,Security Info,Clear,2024-05-30,2024-07-04,35,detail
ZZQ,F1,New,HongKong,Industrial and System eng,Pending,2024-05-30,0000-00-00,589,detail
luz***@gmail.co,O1,New,GuangZhou,ME,Clear,2024-05-31,2024-07-28,58,detail
D.L.,F1,Renewal,BeiJing,MSE,Clear,2024-05-31,2024-06-05,5,detail
烦死了,B1,New,BeiJing,CS,Pending,2024-05-31,0000-00-00,588,detail
crotoc,H1,Renewal,GuangZhou,biology,Clear,2024-05-31,2024-07-12,42,detail
明天下签,H1,Renewal,BeiJing,N/A,Pending,2024-05-31,0000-00-00,588,detail
刀刀斋,H1,New,BeiJing,ME,Clear,2024-05-31,2024-08-13,74,detail
wait-issue,B2,New,ShangHai,Software Enginer,Clear,2024-05-31,2024-07-03,33,detail
老号别搞,F1,Renewal,GuangZhou,chemistry,Clear,2024-05-31,2024-07-13,43,detail
快下快下,F1,Renewal,BeiJing,Computer Science PhD,Clear,2024-05-31,2024-07-16,46,detail
Dumb1edore,J1,New,BeiJing,Physics,Clear,2024-05-31,2024-07-09,39,detail
已老实求放,F1,New,BeiJing,Computer Engineering,Clear,2024-05-31,2024-07-12,42,detail
tuzibobo,H4,New,ShenYang,Biology,Clear,2024-06-02,2024-07-18,46,detail
快点issue吧�,F1,Renewal,ShenYang,Biology,Clear,2024-06-03,2024-07-10,37,detail
不困,F1,New,ShangHai,Bioengineering,Pending,2024-06-03,0000-00-00,585,detail
greyman,H1,New,Toronto,Math,Pending,2024-06-03,0000-00-00,585,detail
FUSCIS,H1,New,BeiJing,Power electronics,Clear,2024-06-03,2024-07-10,37,detail
每年都c真�,F1,Renewal,ShangHai,CS,Pending,2024-06-03,0000-00-00,585,detail
Hecated,F1,New,BeiJing,CS,Clear,2024-06-03,2024-06-05,2,detail
葡萄小狗,F1,New,GuangZhou,CS,Clear,2024-06-03,2024-07-15,42,detail
求快快下签,F1,Renewal,ShangHai,Electrical Engineering,Clear,2024-06-03,2024-07-08,35,detail
求求求求vis,F1,Renewal,BeiJing,Computer Science Phd,Pending,2024-06-03,0000-00-00,585,detail
填了就快点,F1,Renewal,ShenYang,Physics,Clear,2024-06-03,2024-07-16,43,detail
Pikachu,F1,Renewal,ShangHai,Chemical Engineering,Clear,2024-06-03,2024-07-17,44,detail
MikeZ001,F1,Renewal,GuangZhou,Public Health,Clear,2024-06-03,2024-07-04,31,detail
待不住了,J1,Renewal,ShenYang,Biochemical Sciences,Clear,2024-06-03,2024-07-10,37,detail
123456,H1,New,BeiJing,EE+BME,Clear,2024-06-03,2024-07-17,44,detail
MuninOvO,F1,Renewal,BeiJing,Material Science,Pending,2024-06-03,0000-00-00,585,detail
aaaaaaa,B2,Renewal,ShenYang,EE,Clear,2024-06-04,2024-11-18,167,detail
nomore2say,F1,New,BeiJing,Chemistry,Clear,2024-06-04,2024-07-31,57,detail
Matthew,F1,New,BeiJing,IE PhD,Clear,2024-06-04,2024-07-08,34,detail
CheckLucy,F1,Renewal,ShenYang,Physics,Clear,2024-06-04,2024-07-12,38,detail
samariumch,F1,Renewal,GuangZhou,Electrical Engineering,Pending,2024-06-04,0000-00-00,584,detail
yshn,J1,New,ShenYang,Chemistry,Pending,2024-06-04,0000-00-00,584,detail
求快过,F1,Renewal,BeiJing,ECE PhD,Pending,2024-06-04,0000-00-00,584,detail
过不了一点,B1,New,BeiJing,Computer Science,Clear,2024-06-04,2024-07-08,34,detail
Fhaowww,F1,New,BeiJing,Pharmaceutics,Clear,2024-06-04,2024-07-11,37,detail
好运连连,H1,New,GuangZhou,Marketing,Pending,2024-06-04,0000-00-00,584,detail
求求了,J1,New,Europe,Math,Clear,2024-06-04,2024-10-04,122,detail
求一个月下,F1,Renewal,GuangZhou,CS PHD,Clear,2024-06-05,2024-07-09,34,detail
绿眼睛猫儿,H1,New,GuangZhou,CS,Pending,2024-06-05,0000-00-00,583,detail
FlyPig,F1,Renewal,BeiJing,CS PhD,Clear,2024-06-05,2024-07-17,42,detail
坚持就是胜,F1,New,BeiJing,Analytics,Clear,2024-06-05,2024-07-04,29,detail
ellayuan,O1,New,GuangZhou,EE,Clear,2024-06-05,2024-07-08,33,detail
zoey,J1,New,Others,Biology,Clear,2024-06-05,2024-07-08,33,detail
AA00DDD4WZ,B1,New,BeiJing,Physics,Clear,2024-06-05,2024-07-12,37,detail
baozai,F1,New,GuangZhou,CS phd,Clear,2024-06-05,2024-07-10,35,detail
Neroli,F1,New,GuangZhou,EE,Clear,2024-06-05,2024-07-15,40,detail
AA00D6P8B3,B1,New,BeiJing,Biology,Clear,2024-06-05,2024-07-17,42,detail
跪求迅速下,F1,Renewal,ShangHai,CS,Clear,2024-06-05,2024-12-04,182,detail
jiuge5117,F1,New,ShangHai,Chemical Engineering,Clear,2024-06-06,2024-07-08,32,detail
PlsIssue,F1,Renewal,GuangZhou,Neuroscience,Pending,2024-06-06,0000-00-00,582,detail
DontcometoCalga,H1,New,Others,ECE,Clear,2024-06-06,2024-07-18,42,detail
mcnugget,H1,New,Vancouver,Info System,Clear,2024-06-06,2024-07-08,32,detail
n37***@gmail.co,H1,Renewal,BeiJing,Electrical Engineering,Pending,2024-06-06,0000-00-00,582,detail
窝工必水果,H1,New,Others,Power Electronics,Clear,2024-06-06,2024-07-11,35,detail
FuckFuckFuck,F1,New,BeiJing,Ecology,Clear,2024-06-06,2024-06-12,6,detail
Cyka_blyat,F1,New,GuangZhou,ECE,Clear,2024-06-06,2024-07-08,32,detail
JHIssue,F1,New,BeiJing,EE,Pending,2024-06-06,0000-00-00,582,detail
七月顺利抵,H1,New,GuangZhou,Automatic control,Pending,2024-06-06,0000-00-00,582,detail
WHATID,B1,New,HongKong,biomedical engineering,Pending,2024-06-06,0000-00-00,582,detail
求求了快给,F1,Renewal,BeiJing,ECE Ph.D.,Pending,2024-06-06,0000-00-00,582,detail
check🐶都不,F1,Renewal,BeiJing,CS PhD,Clear,2024-06-06,2024-07-18,42,detail
Datapunkt,F1,New,BeiJing,CS,Clear,2024-06-06,2024-07-12,36,detail
40天都不chec,B1,New,BeiJing,CS Master,Pending,2024-06-06,0000-00-00,582,detail
IOE823438,H1,Renewal,Toronto,Electrical Engineering &,Pending,2024-06-06,0000-00-00,582,detail
zz,J1,New,Others,Neuroscience,Clear,2024-06-06,2024-08-09,64,detail
yunfeiyang,B1,New,ShenYang,CS,Clear,2024-06-06,2024-12-25,202,detail
服了,F1,New,GuangZhou,Mechanical Engineering,Clear,2024-06-07,2024-07-23,46,detail
啊啊啊啊啊,F1,New,BeiJing,Neuroscience,Clear,2024-06-07,2024-07-15,38,detail
abnc,F1,New,Others,N/A,Clear,2024-06-07,2024-06-07,0,detail
祝下签,F1,Renewal,BeiJing,biotechnology MS,Clear,2024-06-07,2024-07-17,40,detail
Evane,F1,New,ShangHai,CS,Clear,2024-06-07,2024-07-18,41,detail
DJDJDJ,F1,New,GuangZhou,ECE,Clear,2024-06-07,2024-07-20,43,detail
DJ,J1,New,BeiJing,Physics + EE,Clear,2024-06-07,2024-07-12,35,detail
zingan,F1,New,GuangZhou,CS,Clear,2024-06-07,2024-07-17,40,detail
投篮机器,F1,New,GuangZhou,ECE,Clear,2024-06-07,2024-07-17,40,detail
hehehehe,F1,Renewal,ShangHai,chemistry,Clear,2024-06-07,2024-07-17,40,detail
求求求赶紧,F1,Renewal,Others,CS,Clear,2024-06-10,2024-07-03,23,detail
下签求求,F1,New,Vancouver,Chemistry,Pending,2024-06-10,0000-00-00,578,detail
checkee_l_611,L1,New,BeiJing,CS,Clear,2024-06-11,2024-07-19,38,detail
nimet7,F1,Renewal,ShangHai,ECE PhD,Clear,2024-06-11,2024-07-14,33,detail
ME,F1,New,BeiJing,Mechanical Engineering,Clear,2024-06-11,2024-07-11,30,detail
7月出差,B1,New,Europe,Sustainable energy,Clear,2024-06-11,2024-07-16,35,detail
123344,J1,New,Europe,pharmaceutical science,Clear,2024-06-11,2024-07-21,40,detail
Love and Peace,F1,Renewal,ShangHai,Physics,Clear,2024-06-11,2024-07-12,31,detail
Pleaseissue,H1,Renewal,GuangZhou,Civil Engineering,Clear,2024-06-11,2024-07-17,36,detail
AA00DB5H6D,J1,New,BeiJing,CS,Clear,2024-06-11,2024-07-17,36,detail
AA00DB47VR,F1,Renewal,ShangHai,Computer Science,Clear,2024-06-11,2024-07-12,31,detail
Kinoya,H1,New,BeiJing,Physics,Pending,2024-06-11,0000-00-00,577,detail
下签下签,F1,New,BeiJing,Materials,Clear,2024-06-11,2024-07-23,42,detail
快过快过快,J1,New,BeiJing,Microbiology,Clear,2024-06-11,2024-07-24,43,detail
已老实求放,H1,New,BeiJing,ME/CS,Clear,2024-06-11,2024-08-16,66,detail
过签之前右,F1,New,BeiJing,Pharmaceutical Science,Clear,2024-06-11,2024-07-23,42,detail
mouriran,L1,New,BeiJing,Communication and Informa,Clear,2024-06-11,2024-07-25,44,detail
就很离谱,B2,New,ShenYang,Engineering Thermophysics,Clear,2024-06-12,2024-08-27,76,detail
udonudon,H1,Renewal,GuangZhou,Computer Science,Pending,2024-06-12,0000-00-00,576,detail
快点issue,H1,New,ShenYang,ME,Clear,2024-06-12,2024-07-12,30,detail
